A1;A2;A3;A4a;A4b;A4c;A5;A6;A7;D01;D02a;D02b;D02c;D17;D18;D19;Q01;Q02;Q03;Q04a;Q04b;Q04c;Q04d;Q04e;Q04f;Q04g;Q05a;Q05b;Q05c;Q05d;Q05e;Q06a;Q06b;Q06c;Q06d;Q07;Q08;Q09;Q10b;Q10c;Q11a;Q11b;Q11c;Q12P1b;Q12LHb;Q12LHb_Otro;Q12LHc;TextoQ12LHc_1;Q12LHd;Q12RC;Q12P2b;Q13P1b;Q13P2b;Q14a;Q14b;Q18;Q17a;Q17b;Q17c;Q17d;Q17e;Q15a;Q15b;Q15c;Q15d;Q16a;Q16b;Q16c;Q21;Q22c;Q22d;Q22e;Q23a;Q23b;P01;P02a;TextoP02a;P02b;P02c;P03;P04;P05;P06;P07a;P08a;P07b;P08b;P07c;P08c;P09;OCUPACION;ENCUEJEFE;OCUPACJEFE;D06;INSTRUC;D04;D05;D09a;D09b;D10a;D10b;D10c;TextoD10c;D10d;D10e;D12a;TextoD12a_1;D12b;D12c;TextoD12_1;D14;D16;TextoD16_1;D20;ACTIVIDAD;NIVELOCUP;CLASESOC;NIVELEDUC;EDUC;EDUC1;ESEC;CSEC;CSEC3;CSEC2
311;G021;1;2;1;2020;104.804.752.757.694;1;2;2;4;7;1977;10;10;10062;4;3;4;2;2;4;4;4;3;2;2;3;2;5;5;1;1;4;1;1;1;2;11;97;5;2;4;30;350;;990;609;1;2;30;30;30;5;4;0;5;10;10;10;98;5;0;0;0;5;0;0;2;1;2;4;1;2;3;32;;32;99;1;2;2;2;3;4;;;;;2;52;1;52;1;23;3;1;2;0;3;9;998;;9;5;1;;7;;;1;121;;3;2;1;5;3;2;1;4;4;4;3
312;G026;2;2;1;2020;116.672.730.975.602;1;2;1;30;5;1999;11;11;11322;1;2;2;1;2;4;4;4;4;5;4;5;4;1;5;4;1;4;4;2;1;3;2;2;4;2;2;10;197;LISTA 400 DE CANELONES;990;400;3;1;10;90;90;5;5;8;0;10;6;8;5;0;10;6;7;0;9;7;2;2;1;1;2;2;2;10;;20;30;2;1;2;2;;;3;4;;;1;46;2;47;1;26;4;2;4;0;2;9;998;;9;4;3;;7;;;1;121;;3;2;3;4;4;2;2;7;2;2;1
313;G012;1;2;1;2020;0.832052522295433;1;2;2;17;10;1961;10;10;10009;3;2;3;2;3;4;3;4;2;4;2;4;3;4;4;2;2;2;2;2;1;3;98;3;5;4;4;10;112;;990;ALVARO GARCÉ;3;2;10;40;30;4;4;5;2;6;6;8;5;4;8;7;5;7;9;9;2;2;2;11;2;2;2;30;;20;99;2;1;2;2;;;;;3;2;2;26;2;46;8;25;1;1;6;1700;1;2;998;;9;4;3;;7;;;1;121;;4;1;3;4;4;2;1;7;2;2;1
314;G023;1;2;1;2020;116.672.730.975.602;1;2;1;1;1;1997;12;10;12954;1;2;2;1;4;2;4;4;2;3;4;4;2;4;4;2;2;2;2;3;1;1;1;1;3;1;4;30;397;PDC;998;;1;2;30;30;30;4;5;4;3;8;8;10;7;8;3;0;0;6;3;4;2;1;1;4;2;2;3;30;;10;10;1;1;2;1;;;;;2;2;2;42;1;42;1;64;1;1;7;0;1;1;990;SIN RELIGION;1;4;3;;;;;1;121;;4;2;5;2;6;3;3;11;1;1;1
315;G012;1;2;1;2020;0.832052522295433;1;2;2;4;2;1963;10;10;10010;2;3;2;2;4;4;4;4;1;4;4;4;2;4;5;1;1;5;1;2;1;1;1;1;4;1;4;30;350;;990;609;1;2;30;30;30;5;4;4;4;10;10;10;6;10;0;2;0;10;0;3;2;1;1;4;2;2;1;20;;20;99;1;1;2;2;;;3;2;;;1;44;1;44;1;57;3;1;6;0;2;9;998;;9;4;3;;7;;;1;121;;2;2;6;1;6;3;3;12;1;1;1
316;G019;1;2;1;2020;0.832052522295433;1;2;2;2;9;1964;10;10;10002;4;2;1;1;4;2;5;5;2;4;4;2;1;3;4;1;1;5;5;3;5;1;4;1;3;1;5;30;360;;990;42020;2;2;30;30;10;5;5;2;5;10;10;10;10;10;0;0;0;10;0;0;1;1;3;4;2;7;2;30;;30;99;1;1;1;1;;;;;3;3;3;22;1;22;1;31;3;7;5;9999998;3;9;998;;9;2;3;;7;;;1;121;;1;1;5;2;3;2;1;8;2;2;1
317;G024;1;2;1;2020;0.832052522295433;1;2;2;1;1;1973;10;18;10059;1;1;1;2;1;5;1;4;1;1;4;5;4;5;5;1;1;4;4;1;8;1;1;1;1;1;4;30;350;;990;609;1;2;30;30;30;5;2;0;3;10;10;8;5;8;0;0;0;7;0;0;2;1;2;4;1;2;1;11;;11;99;2;1;2;2;;;1;1;;;1;31;2;51;1;56;1;1;5;0;1;2;998;;9;5;3;;7;;;1;121;;5;1;2;5;6;3;3;8;2;2;1
318;G012;1;2;1;2020;108.481.113.361.927;1;2;1;31;10;1949;12;12;12001;3;3;4;2;2;4;4;4;3;4;2;2;4;4;4;2;5;2;5;3;4;2;1;3;4;1;2;30;302;;990;MICHELLINI DARIO PEREZ;1;1;30;30;30;4;4;4;2;8;9;10;7;8;7;1;0;8;9;10;2;1;3;3;2;2;3;10;;43;99;2;2;2;2;;;;;1;1;1;14;1;42;;64;3;2;5;0;1;1;1;;2;4;3;;7;;;1;121;;1;4;5;2;6;3;3;11;1;1;1
319;G026;2;2;1;2020;0.894882409322849;1;2;2;14;7;1998;22;22;22001;2;3;4;2;2;4;3;2;2;3;3;4;3;3;3;1;1;3;2;2;3;7;1;3;7;7;8;30;398;;998;;1;2;30;90;90;4;2;5;3;7;6;6;98;7;5;5;5;5;4;7;7;1;2;4;2;2;8;99;;99;99;2;9;9;9;;;;;2;2;2;26;2;45;8;51;4;2;6;60000;3;9;998;;9;5;3;;7;;;1;121;;5;1;5;2;5;3;2;10;1;1;1
320;G027;2;2;3;2020;0.832052522295433;1;2;2;22;12;1953;10;10;10010;2;2;3;2;2;4;4;4;2;2;2;2;2;2;4;2;1;4;4;2;2;3;98;2;3;3;2;40;400;;998;;3;1;10;40;30;2;5;5;3;7;7;10;5;4;7;7;0;5;7;7;2;5;2;8;2;2;3;20;;20;20;1;1;9;2;2;2;;;;;2;26;2;26;8;25;1;2;5;0;3;9;998;;9;5;3;;;;;1;121;;2;1;3;4;4;2;1;7;2;2;1
321;G016;2;2;3;2020;0.832052522295433;1;2;2;12;7;1960;22;22;22522;2;3;2;4;2;2;2;4;2;2;4;4;4;4;4;2;2;2;4;1;2;2;1;1;4;1;5;30;350;;990;609 MUJICA;2;2;30;30;30;4;4;0;0;10;10;10;10;10;0;0;0;10;5;0;3;1;2;4;2;2;2;10;;20;99;1;1;2;2;3;3;;;;;3;14;1;51;;23;4;2;2;0;1;1;1;;3;2;3;;;;;1;121;;1;4;2;5;3;2;1;5;3;4;3
322;G027;2;2;3;2020;136.642.050.352.914;1;2;1;22;7;1981;25;25;25623;2;2;2;2;3;4;2;2;2;4;3;4;8;4;4;2;2;4;4;2;2;8;2;2;2;8;2;10;110;;990;62;1;1;10;10;10;4;4;10;0;10;10;10;10;0;10;10;10;0;10;10;2;2;2;1;2;2;2;10;;10;10;2;1;2;2;;;;;2;2;2;55;2;51;1;23;1;2;2;0;1;1;1;;5;2;3;;;;;1;121;;3;2;2;5;3;2;1;5;3;4;3
323;G016;2;2;3;2020;0.894882409322849;1;2;2;23;5;1986;11;11;11521;2;2;4;1;4;4;1;4;2;3;4;4;4;4;8;1;2;3;2;1;2;7;1;1;2;1;4;30;350;;990;609 MUJICA;1;2;30;30;30;4;5;0;1;9;9;10;9;10;0;0;0;8;0;2;2;1;2;2;2;2;2;30;;30;99;2;1;2;2;;;4;3;;;2;55;2;76;3;22;1;2;2;700;2;9;998;;9;5;3;;;;;1;121;;5;2;0;6;3;2;1;3;4;4;3
324;G027;2;2;3;2020;0.832052522295433;1;2;2;5;4;1974;16;16;16001;4;3;5;2;1;5;1;3;2;1;8;4;8;4;5;2;2;4;4;2;2;2;98;98;3;2;8;91;999;;991;;91;91;95;98;91;1;4;5;0;10;10;10;10;97;97;97;97;97;97;97;3;96;9;;2;2;3;20;;11;11;2;2;2;2;;;;;9;9;2;36;2;36;8;62;3;2;6;0;1;2;998;;9;5;3;;4;;;1;121;;6;1;1;5;5;3;2;6;3;4;3
325;G016;2;2;3;2020;0.832052522295433;1;2;2;1;1;1937;12;12;12523;2;1;2;2;4;2;4;2;4;3;4;3;4;2;8;2;5;4;5;1;4;4;2;2;5;5;2;10;198;;998;;2;1;10;10;10;5;5;10;0;10;98;10;0;0;10;10;8;0;10;7;4;2;1;1;2;2;2;20;;10;10;2;1;2;2;;;;;1;1;1;14;2;20;;26;1;2;6;0;1;1;1;;2;2;3;;;;;1;121;;2;4;6;1;4;2;2;10;1;1;1
326;G016;2;2;3;2020;0.832052522295433;1;2;2;1;1;1945;10;10;10062;4;3;3;2;2;4;2;2;4;3;4;2;4;4;4;2;4;2;4;1;2;2;2;2;3;4;2;10;160;;990;SARTORI;2;1;10;95;95;4;4;8;0;8;8;8;8;5;8;8;1;5;10;5;2;96;9;;2;2;2;20;;10;20;2;2;1;2;2;2;;;;;2;14;1;55;;13;3;2;2;0;1;1;3;;4;4;2;;;;;1;121;;4;4;1;5;1;1;1;2;4;4;3
327;G027;2;2;3;2020;108.481.113.361.927;1;2;1;24;12;1949;10;10;10027;2;3;2;2;2;2;4;2;2;4;2;2;4;4;2;7;4;2;4;3;2;2;2;2;3;4;2;10;198;;998;;2;1;10;20;10;4;5;5;5;8;8;8;2;3;10;5;5;3;10;5;1;2;2;11;2;2;2;20;;20;20;2;1;2;2;2;2;;;;;2;76;2;47;1;16;1;2;98;0;1;1;4;;5;2;3;;;;;1;121;;2;3;3;4;2;1;1;5;3;4;3
328;G016;2;2;3;2020;0.832052522295433;1;2;2;1;1;1944;18;18;18001;3;2;2;2;4;2;4;2;2;4;4;2;2;2;2;4;4;2;2;3;2;2;98;2;4;3;3;10;120;;990;LARRAÑAGA;2;1;10;95;95;3;5;10;6;4;10;6;3;8;6;6;7;6;6;4;2;96;9;;2;2;2;20;;10;99;9;1;1;1;9;9;;;;;2;14;1;46;;22;2;2;1;0;2;9;998;;9;4;8;;3;;;1;121;;3;4;3;4;3;2;1;6;3;4;3
329;G027;2;2;3;2020;0.832052522295433;1;2;2;13;4;1942;11;11;11828;2;2;2;2;2;2;4;4;3;3;3;4;2;2;4;2;2;2;2;3;4;2;1;1;2;2;4;30;340;;998;;3;2;30;30;30;5;5;4;4;9;8;10;98;10;3;3;0;10;0;0;2;1;2;4;2;2;2;20;;20;20;1;1;2;2;;;2;2;;;3;10;2;26;;24;1;2;6;0;1;1;1;;1;2;3;;;;;1;121;;2;4;3;4;4;2;1;7;2;2;1
330;G017;2;2;3;2020;104.804.752.757.694;1;2;2;7;10;1976;20;20;20001;2;2;2;2;2;2;4;5;2;4;4;4;2;2;4;2;2;4;2;2;2;2;2;2;4;2;2;10;198;;990;404;2;1;10;20;91;4;4;5;3;7;8;8;5;2;8;8;2;4;8;6;2;3;2;1;8;2;3;10;;20;99;2;1;1;2;2;2;;;;;2;44;2;22;1;56;4;2;6;0;1;1;1;;2;2;1;;3;;;1;121;;4;2;5;2;6;3;3;11;1;1;1
331;G022;1;2;3;2020;0.832052522295433;1;2;2;1;1;1937;23;10;23521;4;3;3;2;2;3;4;2;2;4;2;2;2;4;2;2;4;2;4;4;2;1;4;3;3;4;2;30;301;;998;;1;1;30;30;30;5;4;7;1;97;97;7;98;7;97;97;7;7;98;97;2;1;1;4;2;2;2;10;;10;99;1;1;1;1;2;2;;;;;3;14;2;31;;16;1;2;3;0;1;1;1;;5;2;1;;7;;;1;121;;3;4;2;5;2;1;1;4;4;4;3
332;G015;2;2;3;2020;104.804.752.757.694;1;2;2;15;9;1977;10;10;10004;1;1;2;2;4;2;4;4;3;4;2;2;7;4;4;2;1;4;2;3;2;3;2;2;4;2;8;10;110;;990;404;2;1;10;30;30;4;4;5;9;6;4;1;97;0;5;0;0;0;5;5;2;2;2;4;2;2;8;11;;11;99;2;2;2;2;2;2;;;;;1;63;1;63;1;53;3;2;5;0;3;9;998;;9;5;4;;7;;;1;121;;2;3;4;2;5;3;2;9;2;2;1
333;G024;1;2;3;2020;104.804.752.757.694;1;2;2;20;12;1978;11;11;11632;4;4;4;2;4;4;2;2;2;4;4;4;2;2;4;2;2;2;2;2;2;2;97;97;2;2;2;98;999;;997;;97;2;97;97;97;5;4;5;6;5;0;5;5;5;5;0;0;5;5;0;3;96;9;;2;2;2;11;;11;99;2;2;2;1;;;;;2;2;2;22;1;22;1;64;1;2;3;9999997;3;9;998;;9;5;3;;7;;;1;121;;2;1;5;2;6;3;3;11;1;1;1
334;G025;2;2;3;2020;0.894882409322849;1;2;2;7;10;1991;11;11;11730;3;3;2;2;4;2;4;4;2;4;4;4;4;4;4;2;2;4;4;4;2;2;97;3;4;1;2;91;999;;991;;91;91;91;20;95;2;2;5;2;8;6;5;3;5;2;5;2;5;2;5;2;3;3;4;2;2;3;20;;10;99;2;2;2;2;;;;;2;2;2;10;2;51;;25;1;2;3;0;3;9;998;;9;5;3;;1;;;1;121;;4;4;2;5;4;2;1;6;3;4;3
335;G017;2;2;3;2020;0.832052522295433;1;2;2;21;2;1955;10;10;10022;4;4;2;2;2;4;2;2;2;2;2;2;2;4;4;2;2;2;4;3;2;2;2;2;5;5;2;10;110;;990;404;2;1;10;30;30;4;4;10;2;10;10;5;2;2;10;8;4;2;10;8;2;2;2;1;2;2;2;20;;20;99;2;1;2;2;;;;;2;2;3;10;2;80;7;16;1;2;3;0;1;1;1;;4;4;1;;7;;;1;121;;3;4;4;3;2;1;1;6;3;4;3
336;G015;2;2;3;2020;0.832052522295433;1;2;2;11;10;1939;11;11;11521;3;1;2;2;4;4;2;4;2;4;2;2;4;2;2;2;4;4;4;3;2;2;2;2;4;2;2;10;110;;990;404;1;1;10;10;10;4;5;10;0;10;8;9;5;0;10;8;9;2;10;3;3;2;1;9;2;2;2;11;;10;10;2;2;1;2;;;;;3;2;2;14;1;26;;16;3;2;3;0;1;1;1;;1;2;3;;7;;;1;121;;1;4;3;4;2;1;1;5;3;4;3
337;G013;2;2;3;2020;108.481.113.361.927;1;2;1;2;5;1945;11;11;11953;1;2;2;2;3;2;4;4;4;4;2;4;2;4;4;2;2;4;2;3;4;1;1;1;4;1;8;30;340;;998;;3;2;30;30;30;4;5;3;5;8;8;10;8;8;2;2;0;8;2;2;1;1;1;4;2;2;2;20;;10;99;1;2;2;1;;;2;2;;;3;14;1;46;;64;1;2;6;10000;3;9;998;;9;4;3;;7;;;1;121;;2;4;3;4;6;3;3;9;2;2;1
338;G025;2;2;3;2020;104.804.752.757.694;1;2;2;5;8;1979;21;21;21001;3;4;3;2;2;4;4;4;4;4;4;8;2;4;4;2;2;2;2;1;3;2;1;1;4;2;4;30;398;;998;;1;2;30;30;30;5;5;4;5;6;5;5;98;9;0;0;0;7;0;0;2;1;2;3;2;2;3;30;;30;99;2;1;1;2;;;3;2;;;2;46;2;46;1;25;1;2;98;0;1;1;1;;2;4;3;;;;;1;121;;4;2;3;4;4;2;1;7;2;2;1
339;G022;1;2;3;2020;0.832052522295433;1;2;2;8;1;1954;10;10;10027;4;4;8;2;2;2;8;2;2;8;8;2;2;8;4;3;4;2;4;3;2;2;98;98;3;8;2;98;999;;997;NO DICE;2;1;97;30;97;8;5;98;98;98;98;98;98;9;9;7;8;10;10;8;3;98;8;6;2;2;8;20;;20;99;1;1;9;2;;;;;4;9;1;14;1;55;;15;3;2;1;0;1;1;3;;1;5;8;;7;;;1;121;;1;4;1;5;2;1;1;3;4;4;3
340;G013;2;2;3;2020;108.481.113.361.927;1;2;1;6;6;1959;10;10;10012;2;2;7;4;7;4;4;1;4;2;4;2;2;2;4;1;1;4;1;1;5;1;1;1;1;1;5;30;310;;990;90 L;1;2;30;30;30;5;5;0;0;97;97;97;97;10;0;0;0;10;0;0;1;1;1;97;8;2;1;30;;30;99;2;9;2;2;;;;;1;9;1;14;1;51;;36;1;2;5;0;1;2;998;;9;4;1;;7;;;1;121;;2;4;2;5;4;2;2;6;3;4;3
341;G017;2;2;3;2020;104.804.752.757.694;1;2;2;1;8;1977;11;10;11722;1;1;2;2;4;2;4;3;4;4;4;4;2;3;4;2;2;4;4;2;5;4;97;97;5;2;3;98;999;;997;;2;97;97;97;97;5;5;5;0;6;5;5;5;97;97;97;97;97;97;97;1;97;2;1;8;2;1;99;;99;99;2;2;9;2;;;4;4;;;1;61;1;61;1;57;3;2;97;0;1;1;1;;3;2;3;;7;;;1;121;;1;3;6;1;6;3;3;12;1;1;1
342;G026;2;2;3;2020;0.832052522295433;1;2;2;12;10;1947;11;10;11632;2;1;2;2;4;2;2;4;4;4;2;4;4;4;4;4;2;4;2;1;2;3;2;2;4;2;2;96;999;;996;;96;96;96;30;30;5;2;5;7;8;6;9;7;0;5;3;3;0;5;2;3;2;3;5;1;2;3;11;;11;99;1;2;2;2;2;2;;;;;1;14;2;66;;23;3;2;1;0;1;1;1;;1;1;3;;7;;;1;121;;1;4;6;1;3;2;1;9;2;2;1
343;G015;2;2;3;2020;136.642.050.352.914;1;2;1;3;9;1975;27;27;27001;4;4;2;4;4;4;7;2;2;4;2;2;4;2;4;2;2;2;4;1;2;3;2;3;5;4;4;10;198;;998;;3;1;10;20;10;1;4;10;4;7;6;4;3;0;0;5;0;0;6;6;2;3;3;98;2;2;2;20;;20;99;2;2;2;2;4;4;;;;;4;51;2;51;1;24;3;2;4;0;3;9;998;;9;5;1;;7;;;1;121;;3;2;2;5;4;2;1;6;3;4;3
344;G013;2;2;3;2020;116.672.730.975.602;1;2;1;23;10;1999;10;10;10043;2;2;2;2;4;4;4;5;2;4;5;4;2;4;5;1;1;1;2;2;2;2;1;3;4;2;4;98;999;;997;;2;2;97;90;90;2;4;5;1;10;5;5;3;0;0;0;0;5;4;5;1;96;9;;8;2;2;99;;99;99;2;2;2;2;4;3;;;;;1;11;2;40;;51;4;2;98;9999998;3;9;998;;9;5;3;;7;;;1;121;;6;4;6;1;5;3;2;11;1;1;1
345;G022;1;2;3;2020;0.832052522295433;1;2;2;1;11;1940;14;14;14001;2;3;3;2;4;2;4;4;2;4;4;2;2;7;4;4;3;2;2;3;2;7;2;2;8;2;8;10;198;;998;;2;2;10;98;98;4;5;5;3;6;7;5;5;3;4;4;4;2;5;3;2;4;2;1;2;2;1;99;;99;99;2;2;9;2;2;9;;;;;1;14;2;46;;26;1;2;6;0;1;1;1;;1;2;3;;7;;;1;121;;3;4;3;4;4;2;2;7;2;2;1
346;G023;1;2;3;2020;0.832052522295433;1;2;2;5;10;1970;10;10;10060;2;1;2;2;2;4;2;2;3;5;2;2;4;4;2;5;2;4;5;1;2;4;4;3;5;4;2;74;740;;998;;3;1;10;20;10;5;5;7;0;7;7;9;6;0;7;9;5;0;5;6;4;3;3;1;2;2;3;11;;11;11;2;2;2;2;;;;;1;1;1;13;2;80;;26;1;2;1;9999998;1;1;1;;2;2;3;;4;;;1;121;;3;4;4;3;4;2;2;8;2;2;1
347;G025;2;2;3;2020;0.832052522295433;1;2;2;31;10;1961;19;19;19001;2;3;2;2;1;1;4;1;1;1;2;4;2;4;5;1;1;5;2;2;2;2;97;97;2;2;3;30;360;;990;CAROLINA COSSE;2;2;30;30;30;4;4;3;3;8;8;10;98;10;0;0;0;4;0;0;2;1;2;4;2;2;1;31;;10;99;1;2;2;2;2;4;;;;;3;10;2;25;;62;1;2;5;0;2;9;998;;9;4;3;;;;;1;121;;2;4;5;2;5;3;2;10;1;1;1
348;G013;2;2;3;2020;0.832052522295433;1;2;2;10;4;1955;11;11;11622;1;1;2;1;3;3;3;5;3;4;8;1;1;4;5;2;2;1;1;2;1;1;1;97;3;1;8;30;320;;990;982;1;2;30;30;30;8;5;6;5;9;9;10;7;7;6;6;0;6;6;6;1;1;2;4;2;2;8;10;;20;99;1;1;9;2;;;3;2;;;1;14;2;80;;26;1;2;5;0;1;1;1;;1;4;8;;7;;;1;121;;2;4;4;3;4;2;2;8;2;2;1
349;G015;2;2;3;2020;0.832052522295433;1;2;2;28;2;1969;10;10;10035;2;3;4;2;2;4;2;4;4;2;2;2;2;2;4;2;2;2;4;3;2;1;1;97;3;2;4;30;360;;998;;1;2;30;30;30;4;2;2;5;10;10;10;10;8;0;0;0;5;0;0;2;1;2;3;2;2;2;20;;20;20;1;1;2;2;;;;;4;2;3;70;2;40;1;26;1;2;4;0;2;9;998;;9;5;3;;7;;;1;121;;3;3;6;1;4;2;2;10;1;1;1
350;G023;1;2;3;2020;116.672.730.975.602;1;2;1;25;5;2001;10;10;10023;2;3;2;2;4;4;4;5;2;2;4;4;3;2;8;1;1;2;2;3;2;2;1;1;3;8;3;30;350;;990;609;1;2;30;90;90;4;4;4;2;8;7;7;5;7;3;3;0;8;5;5;2;1;2;4;2;2;3;30;;30;30;1;2;2;2;;;3;2;;;2;11;2;81;;26;4;2;5;0;3;9;998;;9;5;3;;;;;1;121;;3;4;5;2;4;2;2;9;2;2;1
351;G013;2;2;3;2020;108.481.113.361.927;1;2;1;6;2;1961;10;10;10002;4;1;7;7;2;5;1;4;1;1;2;2;3;4;2;7;2;4;2;2;2;2;97;97;5;2;5;98;999;;997;;2;1;97;95;95;8;3;97;97;7;98;97;97;97;5;97;0;0;7;4;3;97;7;97;8;2;8;99;;99;99;9;1;2;1;1;9;;;;;2;80;1;80;1;55;4;2;97;9999997;1;1;1;;8;9;3;;7;;;1;121;;5;3;4;3;6;3;3;10;1;1;1
352;G017;2;2;3;2020;0.832052522295433;1;2;2;1;11;1949;26;26;26521;2;3;2;2;2;2;2;8;2;2;2;2;8;2;2;2;1;5;5;1;5;3;98;2;3;8;3;10;160;;998;;2;1;10;10;10;2;2;98;98;98;98;98;98;0;5;5;0;0;9;0;4;2;2;1;2;2;4;10;;10;99;2;1;2;2;4;4;;;;;1;14;2;52;;16;1;2;1;0;1;1;1;;3;4;8;;7;;;1;121;;2;4;1;5;2;1;1;3;4;4;3
353;G015;2;2;3;2020;104.804.752.757.694;1;2;2;9;10;1975;22;22;22323;2;2;2;2;4;2;4;4;4;4;4;4;2;4;4;5;1;1;4;4;2;2;2;2;3;1;3;30;301;;998;;97;1;10;30;30;2;5;5;0;10;10;8;98;10;10;0;0;10;10;0;2;11;2;3;8;2;8;20;;20;99;1;2;2;2;;;2;2;;;1;10;2;31;;24;1;2;3;0;1;1;11;;5;9;8;;7;;;1;121;;3;4;2;5;4;2;1;6;3;4;3
354;G017;2;2;3;2020;116.672.730.975.602;1;2;1;1;7;2000;11;11;11831;2;2;2;2;4;3;4;4;2;2;4;4;2;4;4;1;1;5;2;2;2;2;98;3;4;2;2;10;198;;998;;3;2;10;90;90;4;5;5;3;8;7;98;3;3;5;6;0;4;5;8;2;96;9;;2;2;3;10;;10;99;2;2;2;1;;;2;2;;;3;11;2;70;;26;4;2;4;0;2;9;998;;9;4;8;;7;;;1;121;;5;4;2;2;4;2;2;6;3;4;3
355;G022;1;2;3;2020;0.832052522295433;1;2;2;10;5;1967;10;10;10035;3;3;4;2;2;4;2;2;2;2;2;2;4;4;4;1;1;4;4;1;5;2;1;1;5;5;4;30;350;;990;609;1;2;30;30;30;4;5;98;98;98;98;98;98;10;0;0;0;10;0;0;3;1;2;3;2;2;1;20;;20;99;2;1;2;2;;;4;4;;;2;10;2;52;;24;4;2;2;0;3;9;998;;9;5;8;;7;;;1;121;;4;4;1;5;4;2;1;5;3;4;3
356;G019;1;2;3;2020;0.832052522295433;1;2;2;26;2;1947;24;24;24001;2;3;4;2;2;2;2;4;2;2;2;2;4;4;2;4;4;4;4;3;1;4;2;2;5;5;3;10;112;;990;71H;2;1;10;10;10;2;5;6;1;10;8;9;5;0;10;9;8;1;10;7;4;2;2;1;2;2;3;11;;11;99;2;2;2;2;;;4;1;;;1;63;2;50;3;25;1;2;3;0;1;1;1;;2;5;3;;7;;;1;121;;2;3;3;5;4;2;1;7;2;2;1
357;G011;2;2;3;2020;0.832052522295433;1;2;2;23;10;1959;11;11;11627;1;1;2;1;4;2;4;5;4;3;4;4;2;4;4;2;1;4;8;3;8;2;1;1;3;1;3;30;340;;990;BERGARA 312738;1;2;30;30;30;5;5;2;2;9;7;10;7;10;2;2;0;9;0;2;2;1;1;4;1;2;8;11;;34;99;1;1;2;1;4;4;;;;;3;22;2;26;1;64;3;1;4;0;3;9;998;;9;5;3;;7;;;1;121;;2;1;3;4;6;3;3;9;2;2;1
358;G023;1;2;3;2020;108.481.113.361.927;1;2;1;1;1;1938;13;13;13722;1;1;2;1;1;2;4;1;5;5;4;4;5;1;4;1;5;5;5;3;1;3;2;2;3;1;2;10;112;;990;71;2;1;10;10;10;5;5;8;3;8;7;9;98;4;8;6;7;6;8;98;3;2;1;1;2;2;5;20;;20;20;1;2;2;2;;;2;2;;;1;14;2;45;;32;1;2;4;0;2;9;998;;9;2;3;;4;;;1;121;;4;4;5;2;3;2;1;8;2;2;1
359;G017;2;2;3;2020;104.804.752.757.694;1;2;2;20;12;1973;10;10;10002;2;1;1;2;2;4;1;4;2;2;4;2;2;4;8;2;2;5;4;1;4;2;1;1;4;3;5;30;350;;990;609;2;2;30;30;30;5;5;6;7;5;2;2;3;9;6;4;3;9;5;2;2;1;2;3;1;2;1;10;;10;99;2;2;2;2;;;1;1;;;2;22;2;20;8;64;1;1;3;0;1;1;1;;5;1;3;;7;;;1;121;;5;1;6;1;6;3;3;12;1;1;1
360;G027;2;2;3;2020;108.481.113.361.927;1;2;1;6;6;1948;19;19;19001;4;3;3;2;2;3;3;2;3;2;8;2;2;8;2;8;4;4;4;3;2;3;2;2;3;4;8;10;120;;998;;1;1;10;10;10;2;4;8;98;10;9;98;98;0;10;5;3;2;10;4;2;2;2;1;8;2;3;11;;20;99;1;1;2;2;9;9;;;;;2;47;1;47;1;16;1;2;4;0;1;1;1;;2;4;3;;7;;;1;121;;2;2;3;4;2;1;1;5;3;4;3
361;G014;2;2;3;2020;104.804.752.757.694;1;2;2;31;8;1983;10;10;10009;4;4;4;4;2;2;4;4;2;2;4;2;4;2;2;5;5;2;5;1;4;2;1;1;2;2;2;30;398;;998;;2;2;30;30;30;2;2;9;10;5;0;0;3;10;5;3;0;10;0;8;4;1;2;4;2;2;1;30;;30;99;2;1;2;1;4;3;;;;;2;76;2;76;3;16;1;2;1;0;1;2;998;;9;2;1;;7;;;1;121;;5;3;0;6;2;1;1;2;4;4;3
362;G012;1;2;3;2020;0.832052522295433;1;2;2;1;2;1943;23;23;23001;2;2;2;2;2;2;4;2;4;4;2;4;2;4;5;5;2;4;4;3;1;2;98;3;3;2;3;40;400;;998;;1;1;10;40;10;1;1;8;8;7;7;4;4;7;7;6;3;4;8;5;2;96;9;;2;2;2;20;;10;99;2;1;9;2;;;;;2;2;2;14;1;55;;16;1;2;3;0;1;1;1;;2;2;3;;7;;;1;121;;2;4;1;5;2;1;1;3;4;4;3
363;G015;2;2;3;2020;0.894882409322849;1;2;2;8;1;1994;10;10;10043;2;2;4;2;2;4;2;2;4;4;2;4;2;4;4;2;2;4;4;2;2;3;2;2;2;4;2;10;111;;990;0,4;2;1;10;10;10;4;5;8;1;8;8;5;5;2;9;6;6;1;9;6;3;2;1;1;2;2;2;20;;20;99;2;1;1;2;3;3;;;;;2;52;2;30;1;26;4;2;6;0;2;9;998;;9;4;3;;7;;;1;121;;4;2;3;5;4;2;2;7;2;2;1
